190910,02/09/2019,011HO11838,029HO14258,2
190856,02/06/2019,200HO10613,001HO09828,2
190615,01/25/2019,224HO04512,200HO02790,2
190423,01/17/2019,151HO03380,011HO11072,2
190395,01/16/2019,200HO10690,551HO00630,2
190295,01/12/2019,224HO04512,001HO09321,2
190240,01/10/2019,151HO03380,001HO09509,2
190251,01/10/2019,151HO03380,511HO10360,2
190265,01/11/2019,151HO03380,,2
190219,01/09/2019,224HO04512,501HO08658,2
190184,01/08/2019,200HO10641,029HO16153,2
190186,01/08/2019,224HO04512,200HO03857,2
190188,01/08/2019,151HO03380,,2
190202,01/08/2019,200HO10641,014HO05936,2
190206,01/08/2019,029HO18218,200HO06343,2
190155,01/07/2019,200HO10641,200HO06517,2
190159,01/07/2019,151HO03380,200HO03858,1
190164,01/07/2019,200HO10641,029HO14258,2
190174,01/07/2019,151HO03380,,2
190175,01/07/2019,151HO03380,,2
190135,01/06/2019,224HO04212,200HO06343,2
190136,01/06/2019,200HO10641,001HO09527,2
190140,01/06/2019,200HO10690,011HO10522,0
190141,01/06/2019,200HO10641,029HO14868,2
190148,01/06/2019,200HO10641,011HO11447,2
190104,01/05/2019,200HO10589,011HO11479,2
190117,01/05/2019,200HO10641,001HO09390,2
190129,01/05/2019,200HO10589,501HO09828,0
190079,01/04/2019,200HO10641,014HO06494,2
190090,01/04/2019,224HO04512,200HO02865,0
190093,01/04/2019,200HO10641,011HO11475,2
190094,01/04/2019,200HO10641,551HO00664,2
190097,01/04/2019,200HO10641,529HO14258,2
190100,01/04/2019,151HO03380,,2
190043,01/03/2019,011HO11841,001HO09828,2
190058,01/03/2019,224HO04212,200HO02791,2
190060,01/03/2019,200HO10589,151HO00625,2
190061,01/03/2019,200HO10589,001HO09390,2
190062,01/03/2019,151HO03380,,2
190063,01/03/2019,224HO04512,011HO10997,2
190065,01/03/2019,224HO04512,200HO03857,2
190072,01/03/2019,224HO04212,007HO09501,2
190028,01/02/2019,224HO04212,200HO06343,2
190032,01/02/2019,200HO10589,507HO09222,2
190034,01/02/2019,224HO04512,507HO09424,2
190036,01/02/2019,224HO04212,151HO01615,2
190037,01/02/2019,011HO11841,250HO01118,2
190040,01/02/2019,200HO10641,029HO14868,2
190001,01/01/2019,151HO03380,,2
190002,01/01/2019,151HO03380,,2
190015,01/01/2019,200HO10613,001HO10458,2
190018,01/01/2019,224HO04512,200HO02714,2
189451,12/31/2018,200HO10613,200HO06404,2
189455,12/31/2018,224HO04212,011HO11302,2
189459,12/31/2018,200HO10641,014HO06494,2
189461,12/31/2018,224HO04212,200HO06343,2
189430,12/30/2018,151HO03380,,2
189432,12/30/2018,151HO03380,200HO06036,2
189436,12/30/2018,200HO10613,007HO09501,2
189438,12/30/2018,224HO04512,507HO09424,2
189384,12/29/2018,151HO03380,529HO13463,2
189390,12/29/2018,200HO10641,529HO14258,2
189392,12/29/2018,224HO04512,511HO10522,2
189395,12/29/2018,224HO04512,200HO02865,2
189404,12/29/2018,011HO11815,011HO11479,2
189407,12/29/2018,224HO04512,511HO09861,2
189409,12/29/2018,151HO03380,,2
189410,12/29/2018,224HO04512,529HO13718,2
189412,12/29/2018,200HO10690,011HO10522,2
189413,12/29/2018,224HO04512,501HO02611,2
189414,12/29/2018,011HO11841,029HO14894,2
189358,12/28/2018,200HO10690,007HO09989,2
189362,12/28/2018,224HO04512,507HO08847,2
189364,12/28/2018,151HO03380,,2
189367,12/28/2018,011HO11841,501HO09828,2
189368,12/28/2018,011HO11815,029HO14258,2
189370,12/28/2018,011HO11815,507HO09222,2
189378,12/28/2018,151HO03380,,2
189379,12/28/2018,011HO11841,029HO14258,2
189380,12/28/2018,011HO11841,011HO11274,2
189382,12/28/2018,200HO10613,007HO09925,2
189383,12/28/2018,011HO11815,007HO09501,2
189333,12/27/2018,200HO10709,IT017990123440,2
189336,12/27/2018,029HO18202,011HO10802,2
189337,12/27/2018,151HO03380,011HO09898,2
189338,12/27/2018,200HO10613,200HO02352,2
189342,12/27/2018,151HO03380,200HO06036,2
189344,12/27/2018,011HO11841,029HO16153,2
189351,12/27/2018,224HO04512,001HO09544,2
189304,12/26/2018,200HO10613,,2
189323,12/26/2018,151HO03380,511HO10360,2
189324,12/26/2018,224HO04512,001HO09321,2
189329,12/26/2018,011HO11815,007HO09501,2
189281,12/25/2018,200HO10613,,2
189286,12/25/2018,011HO11841,001HO09828,2
189289,12/25/2018,011HO11815,029HO14258,2
189292,12/25/2018,011HO11841,011HO11274,2
189293,12/25/2018,011HO11841,200HO02865,2
189294,12/25/2018,224HO04512,200HO03572,2
189296,12/25/2018,029HO18218,511HO10522,2
189297,12/25/2018,224HO04512,200HO06352,2
189301,12/25/2018,011HO11841,029HO14868,2
189244,12/24/2018,151HO03380,,2
189246,12/24/2018,011HO11841,029HO14868,2
189247,12/24/2018,200HO10709,007HO09989,2
189248,12/24/2018,200HO10613,IT017990123440,2
189249,12/24/2018,200HO10613,IT017990123440,2
189253,12/24/2018,011HO11841,,2
189254,12/24/2018,011HO11841,,2
189257,12/24/2018,224HO04212,551HO00657,2
189258,12/24/2018,224HO04512,007HO10566,2
189260,12/24/2018,224HO04512,501HO08658,2
189261,12/24/2018,029HO18233,200HO06343,2
189264,12/24/2018,224HO04212,011HO11479,2
189266,12/24/2018,011HO11841,014HO06494,2
189269,12/24/2018,151HO03380,200HO06036,2
189270,12/24/2018,011HO11841,200HO02865,2
189272,12/24/2018,224HO04212,529HO14258,2
189273,12/24/2018,224HO04212,551HO00657,2
189274,12/24/2018,011HO11841,029HO14868,2
189224,12/23/2018,029HO18218,507HO08847,2
189227,12/23/2018,224HO04512,511HO09624,2
189229,12/23/2018,151HO03380,,2
189230,12/23/2018,224HO04512,200HO02790,2
189231,12/23/2018,200HO10613,200HO06404,2
189234,12/23/2018,011HO11841,501HO09828,2
189235,12/23/2018,224HO04212,151HO00656,2
189238,12/23/2018,200HO10613,,2
189239,12/23/2018,011HO11815,029HO14868,2
189240,12/23/2018,011HO11841,014HO06494,2
189242,12/23/2018,029HO18218,511HO10522,2
189192,12/22/2018,011HO11841,011HO11461,2
189194,12/22/2018,224HO04212,200HO03857,2
189195,12/22/2018,011HO11841,029HO14868,2
189197,12/22/2018,224HO04512,001HO09828,2
189199,12/22/2018,224HO04212,011HO11302,2
189200,12/22/2018,224HO04512,001HO09321,2
189202,12/22/2018,200HO10709,007HO09989,2
189203,12/22/2018,200HO10613,200HO06036,2
189210,12/22/2018,200HO10613,007HO09925,2
189211,12/22/2018,200HO10613,200HO05714,2
189212,12/22/2018,011HO11841,200HO02865,2
189214,12/22/2018,200HO10613,,2
189215,12/22/2018,200HO10613,,2
189217,12/22/2018,011HO11841,151HO01612,2
189221,12/22/2018,224HO04512,001HO09509,2
189165,12/21/2018,011HO11841,029HO14103,2
189172,12/21/2018,224HO04212,007HO09989,2
189173,12/21/2018,200HO10613,200HO02352,2
189175,12/21/2018,200HO10709,007HO09989,2
189178,12/21/2018,200HO10709,511HO09861,2
189179,12/21/2018,224HO04212,529HO14258,2
189180,12/21/2018,224HO04212,551HO00657,2
189183,12/21/2018,011HO11841,551HO00664,2
189186,12/21/2018,200HO10613,777HO02248,2
189187,12/21/2018,011HO11841,029HO14894,2
189188,12/21/2018,200HO10613,507HO09424,2
189189,12/21/2018,200HO10709,200HO06036,2
189190,12/21/2018,029HO18218,029HO13387,2
189134,12/20/2018,200HO10613,,2
189135,12/20/2018,224HO04212,529HO14258,2
189140,12/20/2018,200HO10613,,2
189142,12/20/2018,029HO18202,200HO02714,2
189143,12/20/2018,011HO11841,029HO14258,2
189148,12/20/2018,011HO11841,007HO09429,2
189150,12/20/2018,224HO04212,007HO09989,2
189153,12/20/2018,224HO04212,011HO09861,2
189157,12/20/2018,011HO11841,200HO03858,2
189160,12/20/2018,011HO11841,029HO14344,2
189161,12/20/2018,224HO04512,501HO02611,2
189162,12/20/2018,224HO04512,511HO09624,2
189163,12/20/2018,200HO10613,,2
189101,12/19/2018,011HO11841,200HO03858,2
189102,12/19/2018,029HO18218,529HO13463,2
189110,12/19/2018,029HO18218,507HO08847,2
189111,12/19/2018,224HO04512,200HO06352,2
189112,12/19/2018,011HO11841,029HO14344,2
189122,12/19/2018,224HO04212,511HO09978,2
189124,12/19/2018,011HO11841,001HO09390,2
189128,12/19/2018,200HO10709,007HO09989,2
189067,12/18/2018,200HO10613,,2
189072,12/18/2018,224HO04212,011HO11479,2
189075,12/18/2018,029HO18233,200HO06406,2
189076,12/18/2018,029HO18218,151HO00666,2
189077,12/18/2018,011HO11841,029HO13388,2
189078,12/18/2018,224HO04212,529HO14258,2
189079,12/18/2018,011HO11815,007HO09501,2
189081,12/18/2018,029HO18218,011HO10522,2
189082,12/18/2018,011HO11841,029HO14660,2
189085,12/18/2018,011HO11841,029HO14894,2
189090,12/18/2018,011HO11841,029HO14868,2
189092,12/18/2018,011HO11841,029HO14868,2
189096,12/18/2018,200HO10613,,2
189044,12/17/2018,224HO04512,011HO11072,2
189045,12/17/2018,224HO04212,529HO14258,2
189047,12/17/2018,029HO18218,007HO09925,2
189048,12/17/2018,011HO11815,507HO09222,2
189049,12/17/2018,011HO11841,011HO11274,2
189051,12/17/2018,011HO11841,029HO14258,2
189055,12/17/2018,224HO04212,151HO00625,2
189056,12/17/2018,224HO04512,529HO13250,2
189058,12/17/2018,224HO04212,507HO09222,2
189059,12/17/2018,011HO11841,029HO14888,2
189060,12/17/2018,011HO11841,029HO14894,2
189063,12/17/2018,200HO10613,,2
189065,12/17/2018,224HO04212,011HO11479,2
189004,12/16/2018,224HO04212,529HO14258,2
189007,12/16/2018,011HO11815,029HO14258,2
189010,12/16/2018,029HO18218,001HO09321,2
189011,12/16/2018,029HO18218,200HO06515,2
189014,12/16/2018,224HO04512,200HO06083,2
189022,12/16/2018,224HO04212,007HO09501,2
189023,12/16/2018,029HO18218,011HO10373,2
189027,12/16/2018,224HO04512,501HO02611,2
189031,12/16/2018,200HO10709,007HO09989,2
189039,12/16/2018,200HO10613,529HO13463,2
189040,12/16/2018,011HO11841,029HO14660,2
189041,12/16/2018,029HO18218,200HO02790,2
188973,12/15/2018,200HO10613,011HO09898,2
188975,12/15/2018,029HO18202,007HO11488,2
188976,12/15/2018,224HO04212,007HO09989,2
188981,12/15/2018,200HO10709,,2
188982,12/15/2018,224HO04212,511HO09861,2
188985,12/15/2018,011HO11841,029HO14868,2
188990,12/15/2018,151HO00718,001HO09321,2
188995,12/15/2018,200HO10613,777HO05584,2
188997,12/15/2018,200HO10613,001HO09509,2
189001,12/15/2018,011HO11841,614HO05006,2
188945,12/14/2018,200HO10709,,2
188947,12/14/2018,200HO10709,529HO13454,2
188948,12/14/2018,200HO10613,,2
188952,12/14/2018,011HO11815,029HO14868,2
188954,12/14/2018,011HO11841,029HO14894,2
188955,12/14/2018,224HO04212,011HO11072,2
188959,12/14/2018,200HO10709,011HO11072,2
188965,12/14/2018,011HO11815,029HO14868,2
188968,12/14/2018,029HO18218,200HO06515,2
188914,12/13/2018,011HO11841,501HO09828,2
188915,12/13/2018,011HO11815,001HO10241,2
188916,12/13/2018,151HO00718,529HO13250,2
188918,12/13/2018,224HO04212,151HO01615,2
188919,12/13/2018,029HO18202,200HO02699,2
188921,12/13/2018,151HO03224,007HO09270,2
188922,12/13/2018,011HO11815,001HO09527,2
188924,12/13/2018,200HO10709,511HO09930,2
188926,12/13/2018,011HO11815,011HO11479,2
188927,12/13/2018,011HO11815,614HO07340,2
188929,12/13/2018,029HO18218,001HO02611,2
188932,12/13/2018,011HO11841,529HO13536,2
188936,12/13/2018,029HO18218,529HO13718,2
188939,12/13/2018,200HO10613,501HO02740,2
188875,12/12/2018,200HO10613,,2
188880,12/12/2018,011HO11815,029HO14894,2
188882,12/12/2018,011HO11815,151HO00625,2
188889,12/12/2018,029HO18218,011HO10997,2
188890,12/12/2018,011HO11815,029HO14344,2
188895,12/12/2018,200HO10613,529HO13073,2
188896,12/12/2018,011HO11841,029HO14868,2
188897,12/12/2018,011HO11815,151HO01612,2
188898,12/12/2018,029HO18218,007HO09754,2
188899,12/12/2018,200HO10613,,2
188904,12/12/2018,029HO18218,200HO06352,2
188907,12/12/2018,011HO11815,029HO14868,2
188909,12/12/2018,200HO10613,029HO13566,2
188911,12/12/2018,011HO11841,511HO10977,2
188803,12/10/2018,011HO11815,250HO01132,2
188804,12/10/2018,224HO04212,529HO14258,2
188805,12/10/2018,011HO11841,007HO09429,2
188807,12/10/2018,200HO10709,200HO06036,2
188809,12/10/2018,200HO10613,200HO06036,2
188815,12/10/2018,151HO00718,011HO09437,2
188819,12/10/2018,200HO10613,,2
188820,12/10/2018,029HO18218,614HO05751,2
188825,12/10/2018,011HO11815,029HO14660,2
188826,12/10/2018,011HO11815,029HO14888,2
188828,12/10/2018,011HO11815,001HO10241,2
188829,12/10/2018,011HO11815,501HO09225,2
188830,12/10/2018,011HO11815,614HO07340,2
188832,12/10/2018,224HO04212,529HO14258,2
188833,12/10/2018,011HO11815,,2
188834,12/10/2018,200HO10613,200HO06036,2
188835,12/10/2018,029HO18218,011HO10997,2
